stock,cage_id,animal_id,animal_name,batch,birth date,sex,genotype,date_of_experiment,experimenter,age_weeks,mean_experimental_age,parameter,data
TDP43-Q331K-B6J-IC,4562231,7413873,TDP43-Q331K-B6J-IC/5.1f,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Habituation,48.16
TDP43-Q331K-B6J-IC,4562207,7413874,TDP43-Q331K-B6J-IC/5.1g,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Habituation,55.68
TDP43-Q331K-B6J-IC,4562208,7415206,TDP43-Q331K-B6J-IC/6.3f,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Habituation,51.12
TDP43-Q331K-B6J-IC,4562231,7413798,TDP43-Q331K-B6J-IC/8.2c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Habituation,49.2
TDP43-Q331K-B6J-IC,4562221,7413788,TDP43-Q331K-B6J-IC/1.2b,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,49.6
TDP43-Q331K-B6J-IC,4562224,7413791,TDP43-Q331K-B6J-IC/1.2e,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,44.47
TDP43-Q331K-B6J-IC,4554901,7384578,TDP43-Q331K-B6J-IC/2.2a,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,59.76
TDP43-Q331K-B6J-IC,4554908,7384581,TDP43-Q331K-B6J-IC/2.2d,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,60
TDP43-Q331K-B6J-IC,4562224,7413829,TDP43-Q331K-B6J-IC/2.4c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,54.32
TDP43-Q331K-B6J-IC,4554908,7385527,TDP43-Q331K-B6J-IC/3.2a,TDP43-Q331K-BEHAV-1,2021-09-04,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,60
TDP43-Q331K-B6J-IC,4562207,7413844,TDP43-Q331K-B6J-IC/3.3h,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,57.36
TDP43-Q331K-B6J-IC,4562208,7413845,TDP43-Q331K-B6J-IC/3.3i,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,57.44
TDP43-Q331K-B6J-IC,4554900,7383871,TDP43-Q331K-B6J-IC/4.1a,TDP43-Q331K-BEHAV-1,2021-09-01,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,60
TDP43-Q331K-B6J-IC,4554898,7383878,TDP43-Q331K-B6J-IC/4.1h,TDP43-Q331K-BEHAV-1,2021-09-01,Male,,2021-11-30,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,59.84
TDP43-Q331K-B6J-IC,4562231,7413873,TDP43-Q331K-B6J-IC/5.1f,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,60
TDP43-Q331K-B6J-IC,4562207,7413874,TDP43-Q331K-B6J-IC/5.1g,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,57.28
TDP43-Q331K-B6J-IC,4562208,7415206,TDP43-Q331K-B6J-IC/6.3f,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,46.66
TDP43-Q331K-B6J-IC,4562231,7413798,TDP43-Q331K-B6J-IC/8.2c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:1/phase:Novel,48.31
TDP43-Q331K-B6J-IC,4562221,7413788,TDP43-Q331K-B6J-IC/1.2b,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,54.29
TDP43-Q331K-B6J-IC,4562224,7413791,TDP43-Q331K-B6J-IC/1.2e,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,43.08
TDP43-Q331K-B6J-IC,4554901,7384578,TDP43-Q331K-B6J-IC/2.2a,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,59.6
TDP43-Q331K-B6J-IC,4554908,7384581,TDP43-Q331K-B6J-IC/2.2d,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562224,7413829,TDP43-Q331K-B6J-IC/2.4c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,59.36
TDP43-Q331K-B6J-IC,4554908,7385527,TDP43-Q331K-B6J-IC/3.2a,TDP43-Q331K-BEHAV-1,2021-09-04,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562207,7413844,TDP43-Q331K-B6J-IC/3.3h,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,54.08
TDP43-Q331K-B6J-IC,4562208,7413845,TDP43-Q331K-B6J-IC/3.3i,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,51.28
TDP43-Q331K-B6J-IC,4554900,7383871,TDP43-Q331K-B6J-IC/4.1a,TDP43-Q331K-BEHAV-1,2021-09-01,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,60
TDP43-Q331K-B6J-IC,4554898,7383878,TDP43-Q331K-B6J-IC/4.1h,TDP43-Q331K-BEHAV-1,2021-09-01,Male,,2021-11-30,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562231,7413873,TDP43-Q331K-B6J-IC/5.1f,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,34.39
TDP43-Q331K-B6J-IC,4562207,7413874,TDP43-Q331K-B6J-IC/5.1g,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,49.76
TDP43-Q331K-B6J-IC,4562208,7415206,TDP43-Q331K-B6J-IC/6.3f,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,47.84
TDP43-Q331K-B6J-IC,4562231,7413798,TDP43-Q331K-B6J-IC/8.2c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Habituation,49.36
TDP43-Q331K-B6J-IC,4562221,7413788,TDP43-Q331K-B6J-IC/1.2b,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,40.15
TDP43-Q331K-B6J-IC,4562224,7413791,TDP43-Q331K-B6J-IC/1.2e,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,24.6
TDP43-Q331K-B6J-IC,4554901,7384578,TDP43-Q331K-B6J-IC/2.2a,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,60
TDP43-Q331K-B6J-IC,4554908,7384581,TDP43-Q331K-B6J-IC/2.2d,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,60
TDP43-Q331K-B6J-IC,4562224,7413829,TDP43-Q331K-B6J-IC/2.4c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,47.83
TDP43-Q331K-B6J-IC,4554908,7385527,TDP43-Q331K-B6J-IC/3.2a,TDP43-Q331K-BEHAV-1,2021-09-04,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,60
TDP43-Q331K-B6J-IC,4562207,7413844,TDP43-Q331K-B6J-IC/3.3h,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,49.65
TDP43-Q331K-B6J-IC,4562208,7413845,TDP43-Q331K-B6J-IC/3.3i,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,60
TDP43-Q331K-B6J-IC,4554900,7383871,TDP43-Q331K-B6J-IC/4.1a,TDP43-Q331K-BEHAV-1,2021-09-01,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,59.6
TDP43-Q331K-B6J-IC,4554898,7383878,TDP43-Q331K-B6J-IC/4.1h,TDP43-Q331K-BEHAV-1,2021-09-01,Male,,2021-11-30,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,59.92
TDP43-Q331K-B6J-IC,4562231,7413873,TDP43-Q331K-B6J-IC/5.1f,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,60
TDP43-Q331K-B6J-IC,4562207,7413874,TDP43-Q331K-B6J-IC/5.1g,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,57.28
TDP43-Q331K-B6J-IC,4562208,7415206,TDP43-Q331K-B6J-IC/6.3f,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,37.08
TDP43-Q331K-B6J-IC,4562231,7413798,TDP43-Q331K-B6J-IC/8.2c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:2/phase:Novel,29.91
TDP43-Q331K-B6J-IC,4562221,7413788,TDP43-Q331K-B6J-IC/1.2b,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,59.92
TDP43-Q331K-B6J-IC,4562224,7413791,TDP43-Q331K-B6J-IC/1.2e,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,43.22
TDP43-Q331K-B6J-IC,4554901,7384578,TDP43-Q331K-B6J-IC/2.2a,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,60
TDP43-Q331K-B6J-IC,4554908,7384581,TDP43-Q331K-B6J-IC/2.2d,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562224,7413829,TDP43-Q331K-B6J-IC/2.4c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,54.72
TDP43-Q331K-B6J-IC,4554908,7385527,TDP43-Q331K-B6J-IC/3.2a,TDP43-Q331K-BEHAV-1,2021-09-04,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,59.92
TDP43-Q331K-B6J-IC,4562207,7413844,TDP43-Q331K-B6J-IC/3.3h,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,44.55
TDP43-Q331K-B6J-IC,4562208,7413845,TDP43-Q331K-B6J-IC/3.3i,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,52.54
TDP43-Q331K-B6J-IC,4554900,7383871,TDP43-Q331K-B6J-IC/4.1a,TDP43-Q331K-BEHAV-1,2021-09-01,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,60
TDP43-Q331K-B6J-IC,4554898,7383878,TDP43-Q331K-B6J-IC/4.1h,TDP43-Q331K-BEHAV-1,2021-09-01,Male,,2021-11-30,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562231,7413873,TDP43-Q331K-B6J-IC/5.1f,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,44.71
TDP43-Q331K-B6J-IC,4562207,7413874,TDP43-Q331K-B6J-IC/5.1g,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,56.48
TDP43-Q331K-B6J-IC,4562208,7415206,TDP43-Q331K-B6J-IC/6.3f,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,49.12
TDP43-Q331K-B6J-IC,4562231,7413798,TDP43-Q331K-B6J-IC/8.2c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:3/phase:Habituation,53.84
TDP43-Q331K-B6J-IC,4562221,7413788,TDP43-Q331K-B6J-IC/1.2b,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,56.24
TDP43-Q331K-B6J-IC,4562224,7413791,TDP43-Q331K-B6J-IC/1.2e,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,54.49
TDP43-Q331K-B6J-IC,4554901,7384578,TDP43-Q331K-B6J-IC/2.2a,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,59.84
TDP43-Q331K-B6J-IC,4554908,7384581,TDP43-Q331K-B6J-IC/2.2d,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562224,7413829,TDP43-Q331K-B6J-IC/2.4c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,43.83
TDP43-Q331K-B6J-IC,4554908,7385527,TDP43-Q331K-B6J-IC/3.2a,TDP43-Q331K-BEHAV-1,2021-09-04,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562207,7413844,TDP43-Q331K-B6J-IC/3.3h,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,54.56
TDP43-Q331K-B6J-IC,4562208,7413845,TDP43-Q331K-B6J-IC/3.3i,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,48.89
TDP43-Q331K-B6J-IC,4554900,7383871,TDP43-Q331K-B6J-IC/4.1a,TDP43-Q331K-BEHAV-1,2021-09-01,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,60
TDP43-Q331K-B6J-IC,4554898,7383878,TDP43-Q331K-B6J-IC/4.1h,TDP43-Q331K-BEHAV-1,2021-09-01,Male,,2021-11-30,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562231,7413873,TDP43-Q331K-B6J-IC/5.1f,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,51.28
TDP43-Q331K-B6J-IC,4562207,7413874,TDP43-Q331K-B6J-IC/5.1g,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,56.88
TDP43-Q331K-B6J-IC,4562208,7415206,TDP43-Q331K-B6J-IC/6.3f,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,54.24
TDP43-Q331K-B6J-IC,4562231,7413798,TDP43-Q331K-B6J-IC/8.2c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:4/phase:Habituation,41.28
TDP43-Q331K-B6J-IC,4562221,7413788,TDP43-Q331K-B6J-IC/1.2b,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562224,7413791,TDP43-Q331K-B6J-IC/1.2e,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,23.69
TDP43-Q331K-B6J-IC,4554901,7384578,TDP43-Q331K-B6J-IC/2.2a,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,59.68
TDP43-Q331K-B6J-IC,4554908,7384581,TDP43-Q331K-B6J-IC/2.2d,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562224,7413829,TDP43-Q331K-B6J-IC/2.4c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,41.99
TDP43-Q331K-B6J-IC,4554908,7385527,TDP43-Q331K-B6J-IC/3.2a,TDP43-Q331K-BEHAV-1,2021-09-04,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562207,7413844,TDP43-Q331K-B6J-IC/3.3h,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,56.16
TDP43-Q331K-B6J-IC,4562208,7413845,TDP43-Q331K-B6J-IC/3.3i,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,52.82
TDP43-Q331K-B6J-IC,4554900,7383871,TDP43-Q331K-B6J-IC/4.1a,TDP43-Q331K-BEHAV-1,2021-09-01,Female,,2021-11-30,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,60
TDP43-Q331K-B6J-IC,4554898,7383878,TDP43-Q331K-B6J-IC/4.1h,TDP43-Q331K-BEHAV-1,2021-09-01,Male,,2021-11-30,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,60
TDP43-Q331K-B6J-IC,4562231,7413873,TDP43-Q331K-B6J-IC/5.1f,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,52.24
TDP43-Q331K-B6J-IC,4562207,7413874,TDP43-Q331K-B6J-IC/5.1g,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,58.16
TDP43-Q331K-B6J-IC,4562208,7415206,TDP43-Q331K-B6J-IC/6.3f,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,32.89
TDP43-Q331K-B6J-IC,4562231,7413798,TDP43-Q331K-B6J-IC/8.2c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Duration/time:5/phase:Habituation,38.97
TDP43-Q331K-B6J-IC,4562221,7413788,TDP43-Q331K-B6J-IC/1.2b,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,12
TDP43-Q331K-B6J-IC,4562224,7413791,TDP43-Q331K-B6J-IC/1.2e,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,10
TDP43-Q331K-B6J-IC,4554901,7384578,TDP43-Q331K-B6J-IC/2.2a,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,1
TDP43-Q331K-B6J-IC,4554908,7384581,TDP43-Q331K-B6J-IC/2.2d,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,1
TDP43-Q331K-B6J-IC,4562224,7413829,TDP43-Q331K-B6J-IC/2.4c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,10
TDP43-Q331K-B6J-IC,4554908,7385527,TDP43-Q331K-B6J-IC/3.2a,TDP43-Q331K-BEHAV-1,2021-09-04,Female,,2021-11-30,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,1
TDP43-Q331K-B6J-IC,4562207,7413844,TDP43-Q331K-B6J-IC/3.3h,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,14
TDP43-Q331K-B6J-IC,4562208,7413845,TDP43-Q331K-B6J-IC/3.3i,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,7
TDP43-Q331K-B6J-IC,4554900,7383871,TDP43-Q331K-B6J-IC/4.1a,TDP43-Q331K-BEHAV-1,2021-09-01,Female,,2021-11-30,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,1
TDP43-Q331K-B6J-IC,4554898,7383878,TDP43-Q331K-B6J-IC/4.1h,TDP43-Q331K-BEHAV-1,2021-09-01,Male,,2021-11-30,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,1
TDP43-Q331K-B6J-IC,4562231,7413873,TDP43-Q331K-B6J-IC/5.1f,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,12
TDP43-Q331K-B6J-IC,4562207,7413874,TDP43-Q331K-B6J-IC/5.1g,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,9
TDP43-Q331K-B6J-IC,4562208,7415206,TDP43-Q331K-B6J-IC/6.3f,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,12
TDP43-Q331K-B6J-IC,4562231,7413798,TDP43-Q331K-B6J-IC/8.2c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Habituation,14
TDP43-Q331K-B6J-IC,4562221,7413788,TDP43-Q331K-B6J-IC/1.2b,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Novel,11
TDP43-Q331K-B6J-IC,4562224,7413791,TDP43-Q331K-B6J-IC/1.2e,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Novel,12
TDP43-Q331K-B6J-IC,4554901,7384578,TDP43-Q331K-B6J-IC/2.2a,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Frequency/time:1/phase:Novel,2
TDP43-Q331K-B6J-IC,4554908,7384581,TDP43-Q331K-B6J-IC/2.2d,TDP43-Q331K-BEHAV-1,2021-09-03,Female,,2021-11-30,1804.0,12,12.5,Arena Frequency/time:1/phase:Novel,1
TDP43-Q331K-B6J-IC,4562224,7413829,TDP43-Q331K-B6J-IC/2.4c,TDP43-Q331K-BEHAV-2,2021-11-02,Female,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Novel,8
TDP43-Q331K-B6J-IC,4554908,7385527,TDP43-Q331K-B6J-IC/3.2a,TDP43-Q331K-BEHAV-1,2021-09-04,Female,,2021-11-30,1804.0,12,12.5,Arena Frequency/time:1/phase:Novel,1
TDP43-Q331K-B6J-IC,4562207,7413844,TDP43-Q331K-B6J-IC/3.3h,TDP43-Q331K-BEHAV-2,2021-11-02,Male,,2022-01-31,1804.0,12,12.5,Arena Frequency/time:1/phase:Novel,8
