stock,animal_name,animal_id,batch,birth date,sex,genotype,sex gen,date_of_experiment,experimenter,age weeks,parameter,data
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-03-21,nan,29,Weight,31.99
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-03-28,nan,30,Weight,33.21
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-05,nan,30,Weight,32.72
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-12,nan,32,Weight,33.1
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-20,nan,33,Weight,33.09
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-26,nan,34,Weight,33.32
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-05-12,nan,36,Weight,35.17
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-05-19,nan,38,Weight,34.39
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-05-31,nan,39,Weight,35.37
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-06-15,nan,40,Weight,35.51
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-06-30,nan,43,Weight,37.65
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-07-07,nan,44,Weight,38.47
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-07-14,nan,44,Weight,38
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-07-27,nan,48,Weight,39.42
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-08-05,nan,48,Weight,42.1
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-08-17,nan,50,Weight,41.44
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-09-01,nan,52,Weight,44.16
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-09-14,nan,54,Weight,46.23
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-09-29,nan,56,Weight,45.58
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-10-13,nan,58,Weight,48.96
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-10-26,nan,60,Weight,47.39
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-01,nan,62,Weight,49.41
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-15,nan,63,Weight,51.07
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-21,nan,64,Weight,51.45
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-30,nan,66,Weight,53.56
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-08,nan,66,Weight,54.6
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-17,nan,67,Weight,54.6
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-23,nan,68,Weight,54.19
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-29,nan,68,Weight,56.02
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2023-01-06,nan,70,Weight,55.51
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2023-01-10,nan,72,Weight,56.11
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2023-01-16,nan,72,Weight,57.6
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1a,7383223,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2023-01-20,nan,72,Weight,56.2
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-09-29,nan,4,Weight,16.75
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-10-06,nan,5,Weight,19
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-10-11,nan,6,Weight,20.49
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-10-19,nan,6,Weight,21.35
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-11-01,nan,10,Weight,22.56
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-11-09,nan,10,Weight,24.78
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-11-16,nan,11,Weight,21.1
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-11-25,nan,12,Weight,23.83
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-12-10,nan,14,Weight,26.76
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-12-23,nan,16,Weight,28.42
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-12-31,nan,16,Weight,28.19
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-01-14,nan,19,Weight,28.38
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-01-19,nan,20,Weight,29
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-01-27,nan,20,Weight,30.68
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-02-10,nan,24,Weight,31
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-02-25,nan,25,Weight,33.5
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-03-16,nan,28,Weight,33.52
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-03-21,nan,29,Weight,34.31
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-03-28,nan,30,Weight,34.42
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-05,nan,30,Weight,35.65
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-12,nan,32,Weight,34.93
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-20,nan,33,Weight,33.68
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-26,nan,34,Weight,35.33
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-05-12,nan,36,Weight,37.84
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-05-19,nan,38,Weight,38.08
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-05-31,nan,39,Weight,37.49
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-06-15,nan,40,Weight,37.18
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-06-30,nan,43,Weight,38.02
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-07-07,nan,44,Weight,39.51
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-07-14,nan,44,Weight,42.26
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-07-27,nan,48,Weight,43.9
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-08-05,nan,48,Weight,44.52
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-08-17,nan,50,Weight,44.84
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-09-01,nan,52,Weight,44.71
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-09-14,nan,54,Weight,47.6
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-09-29,nan,56,Weight,45.62
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-10-13,nan,58,Weight,49.93
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-10-26,nan,60,Weight,55.08
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-01,nan,62,Weight,55.48
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-15,nan,63,Weight,57.21
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-21,nan,64,Weight,57.56
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-30,nan,66,Weight,58.71
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-08,nan,66,Weight,55.44
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-17,nan,67,Weight,59.83
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-23,nan,68,Weight,58.62
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-29,nan,68,Weight,59.39
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2023-01-06,nan,70,Weight,61.2
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2023-01-10,nan,72,Weight,61.31
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2023-01-16,nan,72,Weight,60.38
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1b,7383224,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2023-01-20,nan,72,Weight,60.11
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-09-29,nan,4,Weight,16.48
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-10-06,nan,5,Weight,18.18
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-10-11,nan,6,Weight,19.4
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-10-19,nan,6,Weight,20.38
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-11-01,nan,10,Weight,21.56
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-11-09,nan,10,Weight,23.36
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-11-16,nan,11,Weight,23.32
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-11-25,nan,12,Weight,24.87
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-12-10,nan,14,Weight,25.78
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-12-23,nan,16,Weight,26.76
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2021-12-31,nan,16,Weight,26.29
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-01-14,nan,19,Weight,27.9
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-01-19,nan,20,Weight,27.68
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-01-27,nan,20,Weight,29.58
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-02-10,nan,24,Weight,31.73
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-02-25,nan,25,Weight,31.67
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-03-16,nan,28,Weight,32.44
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-03-21,nan,29,Weight,33.24
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-03-28,nan,30,Weight,34.74
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-05,nan,30,Weight,35.65
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-12,nan,32,Weight,37.08
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-20,nan,33,Weight,37.78
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-04-26,nan,34,Weight,38.89
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-05-12,nan,36,Weight,40.22
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-05-19,nan,38,Weight,39.92
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-05-31,nan,39,Weight,40.05
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-06-15,nan,40,Weight,40.51
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-06-30,nan,43,Weight,41.12
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-07-07,nan,44,Weight,41.34
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-07-14,nan,44,Weight,42.6
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-07-27,nan,48,Weight,42.37
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-08-05,nan,48,Weight,42.67
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-08-17,nan,50,Weight,43.15
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-09-01,nan,52,Weight,43.39
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-09-14,nan,54,Weight,44.16
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-09-29,nan,56,Weight,45.99
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-10-13,nan,58,Weight,45.88
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-10-26,nan,60,Weight,46.58
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-01,nan,62,Weight,45.5
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-15,nan,63,Weight,45.94
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-21,nan,64,Weight,45.24
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-11-30,nan,66,Weight,44.24
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-08,nan,66,Weight,43.88
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-17,nan,67,Weight,43.37
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-18,nan,67,Weight,44.16
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-19,nan,68,Weight,44.56
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-20,nan,68,Weight,44.53
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-23,nan,68,Weight,42.17
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-24,nan,68,Weight,44.37
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2022-12-29,nan,68,Weight,43.9
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2023-01-06,nan,70,Weight,44.66
TDP43-Q331K-B6J-IC,TDP43-Q331K-B6J-IC/1.1c,7383225,TDP43-Q331K-Behav-1,2021-08-30,Female,,,2023-01-10,nan,72,Weight,44.72
